Name,Province,ClimateID,WMOID,TCID,Lat,Lng,Elev,hlyStartYear,hlyEndYear,dlyStartYear,dlyEndYear,mlyStartYear,mlyEndYear
HAVRE ST. PIERRE,QC,7043019,71584,YGV,50.28,-63.61,37.8,2010,2019,2010,2019,,
HAVRE-SAINT-PIERRE A,QC,7043020,71313,YGV,50.28,-63.6,37.8,2000,2011,2008,2010,,
LABRIEVILLE B1,QC,7043540,,,49.3,-69.55,152.4,,,1955,1994,1955,1994
LABRIEVILLE B2,QC,7043542,,,49.17,-69.23,198.1,,,1960,1968,1960,1968
LABRIEVILLE 2,QC,7043543,,,49.32,-69.58,137.2,,,1959,1959,1959,1960
LA GALETTE,QC,7043713,,,47.73,-70.73,740.7,,,1963,1972,1963,1972
LAKE EON,QC,7043740,,,51.87,-63.28,560.8,1955,1977,1955,1977,1955,1977
LA MALBAIE,QC,7043960,,,47.67,-70.15,22.9,,,1913,2004,1913,2004
ILE AUX PERROQUETS,QC,7043B79,71375,WQR,50.22,-64.21,9,1994,2019,1994,2019,,
ILE ROUGE,QC,7043BP9,71426,WAF,48.07,-69.56,5.9,1994,2019,1993,2019,,
LAC BARBELL,QC,7043EE9,,,51.9,-68.17,533.4,,,1968,1976,1968,1975
LA TABATIERE,QC,7044168,,,50.83,-58.97,7.6,,,1971,1985,1971,1985
LES BUISSONS,QC,7044288,,,49.12,-68.38,15,,,1973,2019,1973,2018
LES CHAINONS,QC,7044291,,,49.35,-70.37,609.6,,,1975,1978,1975,1978
LES EBOULEMENTS,QC,7044292,,,47.5,-70.25,267,,,1968,1994,1969,1994
LONGUE-POINTE-DE-MINGAN,QC,7044328,71512,WBT,50.27,-64.23,11,1994,2019,1994,2019,,
MANIC 5,QC,7044451,,,50.65,-68.73,167.6,,,1973,1974,1973,1973
MANIC 2 LB1,QC,7044453,,,49.3,-68.4,122,,,1963,1991,1963,1991
MANIC MILLE 76,QC,7044460,,,49.97,-68.75,335.3,,,1973,1980,1973,1980
MANICOUAGAN A,QC,7044470,,,50.65,-68.83,406.3,1961,1971,1961,1971,1961,1971
MECATINA R,QC,7044760,,,51.83,-62.88,524.3,,,1943,1952,1943,1952
MILE 134,QC,7044960,,,51.92,-65.82,,,,1952,1953,1952,1953
MINGAN,QC,7044980,,,50.28,-64.15,23.2,,,1943,1981,1943,1981
MINGAN A,QC,7044981,,,50.28,-64.13,21.6,1978,1983,1978,1983,1978,1983
MOISIE,QC,7045070,,,50.22,-66.2,45.7,,,1966,1973,1966,1973
MONT STE ANNE,QC,7045325,,,47.08,-70.9,182.9,,,1967,1967,1967,1967
MONT STE-ANNE,QC,7045326,,,47.07,-70.91,167.6,,,2005,2019,,
MONT WRIGHT,QC,7045340,,,52.75,-67.33,716.3,,,1973,1973,1973,1973
NATASHQUAN A,QC,7045398,71513,YNA,50.19,-61.79,11.9,2010,2019,2010,2019,,
NATASHQUAN A,QC,7045400,,YNA,50.18,-61.82,10.7,1957,2008,1914,2008,1914,2003
NATASHQUAN AIRPORT,QC,7045401,71813,MNT,50.19,-61.81,11.7,2008,2019,2008,2019,,
NOTRE DAME DES MONTS,QC,7045672,,,47.67,-70.42,267,,,1968,1994,1969,1994
OUTARDES 4,QC,7045774,,,49.7,-68.92,289.6,,,1965,1969,1965,1969
PENTECOTE,QC,7045910,,,49.73,-67.17,15,,,1971,2004,1971,2004
PETITE RIV ST FRANCOIS,QC,7046004,,,47.32,-70.57,15,,,1972,2004,1972,2004
PETIT SAGUENAY,QC,7046010,,,48.18,-70.05,122,,,1963,2004,1963,2004
POINTE DE L'ISLET,QC,7046059,71190,WQD,48.14,-69.72,7,1994,2019,1995,2019,,
POINTE DES MONTS,QC,7046076,,,49.28,-67.37,3,,,1882,1900,1882,1900
POINTE CLAVEAU,QC,704607C,71189,WQV,48.26,-70.11,4,1994,2019,1994,2019,,
POSTE MONTAGNAIS,QC,7046212,,,51.88,-65.73,609.6,,,1973,2004,1973,2004
QCMR MILE 56,QC,7046296,,,50.48,-67.42,374.9,,,1962,1963,1962,1963
QCMR MILE 106,QC,7046297,,,51.07,-67.5,485.2,,,1962,1963,1962,1963
QCMR MILE 146,QC,7046298,,,51.55,-67.43,582.2,,,1962,1965,1962,1965
RIVIERE AUX PEKANS,QC,7046580,,,53.22,-67.1,487.7,,,1958,1960,1958,1959
RIVIERE ETERNITE,QC,7046619,,,48.25,-70.4,256,,,1973,1991,1973,1991
RIVIERE ST AUGUSTIN,QC,7046663,,,51.22,-58.63,7.6,,,1967,1995,1967,1995
SACRE COEUR,QC,7046735,,,48.25,-69.87,121.9,,,1982,1994,1982,1994
STE ANNE DE BEAUPRE,QC,7046837,,,47.03,-70.92,76.2,,,1974,1994,1974,1994
ST CASSIEN DES CAPS,QC,7046931,,,47.37,-70.62,373.4,,,1972,1994,1972,1994
ST FEREOL,QC,7047250,,,47.12,-70.83,228.6,,,1915,1983,1915,1983
ST FIDELE,QC,7047257,,,47.73,-70,259.1,,,1968,1981,1968,1981
ST FIDELE 2,QC,7047258,,,47.73,-69.98,251.5,,,1971,1979,1971,1979
ST JEAN (IO),QC,7047396,,,46.92,-70.92,30.5,,,1972,1994,1972,1994
ST JOACHIM,QC,7047415,,,47.07,-70.83,7.6,,,1922,1940,1922,1940
ST LAURENT ILE D'ORLEANS,QC,7047442,,,46.87,-71.05,61,,,1964,1974,1964,1974
STE ROSE DU NORD,QC,7047722,,,48.4,-70.53,205,,,1973,2016,1973,2016
ST SIMEON,QC,7047735,,,47.85,-69.87,15.2,,,1968,2004,1968,2004
ST TITE DES CAPS,QC,7047762,,,47.15,-70.77,320,,,1968,1981,1968,1981
ST URBAIN,QC,7047770,,,47.57,-70.55,91.4,,,1957,2004,1957,2004
SEPT-ILES A,QC,7047910,,YZV,50.22,-66.27,54.9,1953,2014,1944,2002,1944,2001
SEPT-ILES A,QC,7047911,,YZV,50.22,-66.27,54.9,2014,2019,2018,2019,,
SEPT-ILES UA,QC,7047912,71811,,50.22,-66.25,53.1,,,2002,2017,2002,2004
SEPT-ILES,QC,7047914,71279,XZV,50.22,-66.25,52.6,2002,2019,2002,2019,2005,2005
SHELTER BAY,QC,7048090,,,50.03,-66.9,76.2,,,1973,1976,1973,1976
TADOUSSAC,QC,7048320,,,48.15,-69.7,70.1,,,1913,2004,1913,2004
TETE A LA BALEINE,QC,7048421,,,50.7,-59.32,9.1,,,1965,1995,1966,1995
WACOUNO LAKE,QC,7048800,,,51.42,-65.63,589.8,,,,,1951,1952
TOUR LAC AUX PERLES,QC,7048N13,,,49.17,-69.83,442,,,1973,1978,1973,1978
CAOTIBI,QC,704A0J9,,,50.72,-67.52,609.6,,,1975,1980,1977,1980
FERMONT,QC,704BC70,,,52.8,-67.08,594.4,,,1976,2004,1976,2004
HAUTERIVE,QC,704C00H,,,49.2,-68.3,61,,,1963,1965,1963,1965
LAC EON,QC,704C64L,71421,WEO,51.87,-63.28,588.9,1994,2019,1993,2019,,
ILE AUX COUDRES,QC,704CBGH,,,47.38,-70.38,15.2,,,1968,2004,1969,2004
LES PALISSADES,QC,704DB97,,,47.9,-69.93,137.2,,,1975,1977,1975,1977
LES ESCOUMINS,QC,704DB9E,,,48.35,-69.42,15.2,,,1973,1980,1973,1980
MATAMEK,QC,704DFLR,,,50.28,-65.97,4.6,,,1975,1994,1975,1994
POINTE-DES-MONTS,QC,704F0PN,71427,WTG,49.32,-67.38,5.9,1994,2019,1992,2019,,
RIVIERE AU TONNERRE,QC,704FEG0,,,50.28,-64.78,15.2,,,1965,2019,1965,2018
RIVIERE ST JEAN,QC,704FFF5,,,50.3,-64.32,14.9,,,1972,1986,1973,1986
ST FRANCOIS IO,QC,704GBFF,,,46.98,-70.83,48.8,,,1968,1993,1968,1993
ST HILARION,QC,704GC09,,,47.6,-70.4,411.5,,,1968,2004,1968,2004
SAULT AU MOUTON,QC,704GG90,,,48.55,-69.25,46.9,,,1982,1994,1982,1994
TOULNUSTOUC,QC,704HE0G,,,50.08,-67.95,274.3,,,1973,1976,1973,1976
CAMP M-107,QC,704J01E,,,51.07,-67.48,487.7,,,1974,1975,1974,1975
CAMP PROFOND,QC,704J0AF,,,50.02,-67.38,106.7,,,1974,1975,1974,1975
POINTE NOIRE CS,QC,704Q003,71390,WIP,50.16,-66.43,24,1997,2019,1997,2019,,
BAIE-COMEAU,QC,704S001,71829,WFW,49.26,-68.15,129.5,1995,2019,1996,2019,,
BLANC-SABLON A (AUT),QC,704S004,71808,YBX,51.45,-57.18,36.9,,,2008,2008,,
ALBERTVILLE,QC,7050085,,,48.3,-67.35,335.3,,,1963,1985,1963,1985
AMHERST ISLAND CDA EPF,QC,7050100,,,47.22,-61.97,15.2,,,1957,1962,1959,1962
AMQUI,QC,7050140,,,48.52,-67.45,182.9,,,1957,1997,1957,1997
AMQUI,QC,7050145,71386,WZS,48.47,-67.43,166,1995,2019,1996,2019,,
ANSE AU GRIFFON,QC,7050195,,,48.93,-64.28,61,,,1973,1985,1973,1985
ANTICOSTI HEATH POINT,QC,7050198,,,49.1,-61.7,9.1,,,1882,1935,1882,1935
ANTICOSTI SW POINT,QC,7050200,,,49.4,-63.55,7.3,,,1872,1954,1872,1954
ANTICOSTI WEST POINT,QC,7050210,,,49.87,-64.53,9.1,,,1882,1933,1882,1933
ARMAGH,QC,7050240,,,46.75,-70.53,358,,,1916,1994,1916,1994
ARMAGH STATION,QC,7050245,,,46.72,-70.62,312.4,,,1966,1986,1966,1986
BARRAGE LAC MORIN,QC,7050455,,,47.65,-69.52,198.1,,,1942,1984,1942,1984
BARRAGE MISTIGOUGECHE,QC,7050460,,,48.18,-68.02,320,,,1961,1966,1961,1966
BARRAGE MITIS,QC,7050463,,,48.33,-67.9,266.7,,,1926,1966,1926,1966
BERRY MOUNTAIN,QC,7050675,,,48.67,-66.15,152.4,,,1963,1972,1963,1972
BIC,QC,7050760,,,48.37,-68.7,18.3,,,1882,1968,1882,1968
BIC,QC,7050762,,,48.4,-68.67,23,,,1966,1985,1966,1985
BIRD ROCKS,QC,7050790,,,47.85,-61.13,32.3,,,1881,1934,1881,1934
BONAVENTURE,QC,7050817,,,48.05,-65.48,19.5,,,1917,1948,1917,1948
BARRIERE MISTIGOUGECHE,QC,7050M73,,,48.2,-68.07,312.4,,,1967,1967,1967,1967
BARRIERE MITIS,QC,7050MGC,,,48.37,-67.93,236.2,,,1966,1982,1966,1982
BAIE DES SABLES,QC,7050MM5,,,48.7,-67.83,99,,,1981,2004,1981,2004
CAP CHAT,QC,7051040,,,49.08,-66.75,36.6,,,1882,1974,1882,1974
CAP CHAT DELVAL,QC,7051041,,,49.1,-66.7,30.5,,,1974,1983,1974,1983
CAP CHAT EST,QC,7051042,,,49.12,-66.65,15.2,,,1973,1973,1973,1973
CAP-D'ESPOIR,QC,7051050,71429,WRZ,48.42,-64.32,15.4,1994,2019,1992,2019,,
CAP DES ROSIERS,QC,7051055,,,48.85,-64.2,15,,,1973,2019,1973,2018
CAP CHAT (AUT),QC,70510M0,,,49.08,-66.73,35.3,1994,1996,1993,1996,,
CAPLAN,QC,7051120,,,48.1,-65.68,22.9,,,1947,2004,1947,2004
CAP MADELEINE,QC,7051160,,,49.23,-65.32,2,,,1882,1994,1882,1994
CAP-MADELEINE,QC,7051163,71425,WSF,49.25,-65.32,29,1994,2019,1992,2019,,
CAP SEIZE,QC,7051175,,,49.02,-66.4,229,,,1967,1994,1967,1994
CARLETON,QC,7051186,,,48.12,-66.13,12.2,,,1973,1985,1976,1984
CASCAPEDIA,QC,7051188,,,48.7,-66.22,,,,1918,1942,1918,1942
CAUSAPSCAL,QC,7051200,,,48.37,-67.23,168,,,1913,2019,1913,2018
CAUSAPSCAL AIRPORT,QC,7051201,73005,GCL,48.31,-67.25,123,2017,2019,2017,2019,,
CAUSAPSCAL RECHERCHES,QC,7051240,,,48.5,-67.17,332.2,,,1951,1973,1951,1973
CHANDLER,QC,7051292,,,48.35,-64.68,38.1,,,1973,1973,1973,1973
CORTEREAL,QC,7051940,,,48.9,-64.6,21.3,,,1956,1972,1956,1972
DEPOT JOHN,QC,7051970,,,48.65,-67.27,99.1,,,1963,1971,1963,1971
FAME POINT,QC,7052310,,,49.1,-64.6,53.6,,,1928,1944,1928,1944
FAREWELL COVE,QC,7052316,,,48.87,-64.45,15.2,,,1973,1982,1973,1982
GASPE,QC,7052600,,,48.83,-64.48,30,,,1895,1985,1895,1984
GASPE A,QC,7052601,71188,YGP,48.78,-64.48,34.1,2013,2019,2013,2019,,
GASPE A,QC,7052602,,YGP,48.78,-64.48,34.1,2016,2019,2018,2019,,
GASPE AIRPORT,QC,7052603,73116,GGA,48.78,-64.48,36,2019,2019,2019,2019,,
GASPE A,QC,7052605,71188,YGP,48.78,-64.48,34.1,1965,2013,1968,2013,1968,2013
GASPE 2,QC,7052609,,,49.12,-64.7,26.5,,,1947,1949,1947,1949
GRANDE RIVIERE,QC,7052820,,,48.38,-64.53,8,,,1963,1997,1963,1997
GRANDE VALLEE,QC,7052865,,,49.2,-65.15,7.6,,,1963,2004,1963,2004
GRINDSTONE ISLAND,QC,7052960,,,47.38,-61.87,59.7,1953,1983,1871,1983,1871,1983
ETANG A LA TRUITE,QC,7052C09,,,48.68,-66.78,337.1,,,1982,1983,1982,1983
HAVRE-AUBERT,QC,7053009,,,47.23,-61.85,15.2,,,1978,1985,1978,1985
HAVRE AUX MAISONS,QC,7053010,,,47.42,-61.8,15.2,,,1963,1977,1963,1977
HEATH POINT,QC,7053038,71423,WHP,49.09,-61.7,7,1994,2019,1992,2019,,
HONFLEUR,QC,7053140,,,46.68,-70.85,175,,,1957,2005,1957,2005
ILES DE LA MADELEINE A,QC,7053250,71709,YGR,47.43,-61.78,10.7,2013,2019,2013,2018,,
ILES DE LA MADELEINE A,QC,7053254,,YGR,47.43,-61.78,10.7,2014,2019,2018,2019,,
KAMOURASKA,QC,7053380,,,47.58,-69.85,9.1,,,1973,1984,1973,1984
LAC HUMQUI,QC,7053649,,,48.28,-67.57,235.9,,,1972,2019,1972,2018
L'ALVERNE,QC,7053935,,,48.13,-66.7,290,,,1977,1999,1977,1999
LAMARTINE,QC,7053980,,,47.03,-70.35,63,,,1960,1994,1960,1994
ILES DE LA MADELEINE,QC,7053KGR,71710,WGR,47.43,-61.77,7.6,1993,2019,1995,2019,,
LA POCATIERE CDA,QC,7054095,,,47.35,-70.03,30.5,,,1899,1996,1899,1996
LA POCATIERE,QC,7054096,71713,WST,47.36,-70.03,31,1996,2019,1996,2019,,
LE GITE,QC,7054278,,,48.95,-66.13,228.9,,,1967,1982,1967,1982
LES FONDS,QC,7054296,,,49.05,-66.68,14.9,,,1969,1989,1969,1989
LUCEVILLE,QC,7054355,,,48.52,-68.37,38.1,,,1964,1985,1964,1985
MANCHE D'EPEE,QC,7054448,,,49.23,-65.43,30,,,1992,1994,1992,1994
MATANE,QC,7054640,,,48.85,-67.47,30,,,1951,2004,1951,2004
MATAPEDIA,QC,7054680,,,47.97,-66.93,16.2,,,1927,1973,1927,1973
MINE MADELEINE,QC,7054975,,,48.98,-66.02,780.3,,,1974,1982,1974,1982
MONT BLEU,QC,7055104,,,47.57,-69.38,657.1,,,1963,1989,1963,1989
MONT-JOLI A,QC,7055120,71718,YYY,48.6,-68.22,52.4,1953,2013,1943,2013,1943,2005
MONT JOLI A,QC,7055121,71718,YYY,48.61,-68.21,52.4,2013,2019,2013,2019,,
MONT-JOLI,QC,7055122,71658,MJI,48.6,-68.19,55,2015,2019,2015,2019,,
MONT LOGAN,QC,7055180,,,48.9,-66.63,1127.8,,,1963,1975,1963,1975
MONT LOUIS,QC,7055200,,,49.23,-65.73,15.2,,,1933,1994,1933,1994
MONTMAGNY,QC,7055210,,,46.97,-70.58,15.2,,,1963,2004,1963,2004
MURDOCHVILLE,QC,7055380,,,48.95,-65.52,574.5,,,1952,1995,1952,1995
NEW CARLISLE,QC,7055420,,,48.03,-65.27,45,,,1963,1994,1963,1994
NEW CARLISLE 1,QC,7055422,71619,WOC,48.01,-65.33,46.4,1994,2019,1993,2019,,
NEW RICHMOND,QC,7055430,,,48.17,-65.8,47,,,1964,1991,1964,1991
NEW RICHMOND EAST,QC,7055440,71659,MJN,48.16,-65.84,2,2017,2019,2017,2019,,
NOTRE DAME DU LAC,QC,7055675,,,47.6,-68.8,320,,,1963,2004,1963,2004
NOTRE DAME DU ROSAIRE,QC,7055685,,,46.83,-70.4,373.4,,,1973,1991,1973,1991
NOUVELLE,QC,7055705,,,48.1,-66.3,7,,,1969,2004,1969,2004
OUIMET,QC,7055770,,,48.32,-68.2,305,,,1963,1993,1963,1993
PARC DE LA GASPESIE,QC,7055790,,,48.98,-66.37,208.2,,,1963,1965,1963,1965
PARC METIS,QC,7055793,,,48.63,-68.13,15.2,,,1971,1985,1971,1985
PARKE,QC,7055808,,,47.57,-69.52,281.9,,,1963,1982,1963,1982
PERCE,QC,7055920,,,48.52,-64.2,87.8,,,1896,1951,1896,1951
PETITE MATANE,QC,7056003,,,48.87,-67.45,3,,,1972,1985,1972,1985
POINTE AU PERE,QC,7056067,,,48.5,-68.48,7.6,,,1873,1982,1873,1982
POINTE-AU-PERE (INRS),QC,7056068,71554,WYQ,48.51,-68.47,4.9,1996,2019,1996,2019,,
POINTE FREGATE,QC,70560GF,,,49.2,-64.93,6.1,,,1973,1973,1973,1973
PORT DANIEL,QC,7056120,,,48.15,-64.98,68.6,,,1927,2004,1927,2004
PORT MENIER,QC,7056200,,,49.82,-64.35,5.5,1960,1974,1929,1974,1929,1974
PORT MENIER,QC,7056201,,,49.85,-64.45,34.4,1974,1981,1974,1981,1974,1981
PORT-MENIER,QC,7056202,71810,WBY,49.84,-64.29,55.2,1994,2019,1992,2019,,
PRICE,QC,7056240,,,48.6,-68.13,73.2,,,1931,1985,1931,1985
RIMOUSKI,QC,7056480,,,48.45,-68.52,35.7,,,1952,2019,1952,2017
RIVIERE AU RENARD,QC,7056563,,,49.02,-64.4,40.8,1958,1977,1958,1977,1958,1977
RIVIERE BLEUE,QC,7056600,,,47.43,-69.03,213,,,1950,2004,1950,2004
RIVIERE DU LOUP,QC,7056615,,,47.8,-69.55,148.4,1965,1980,1965,1980,1965,1980
RIVIERE-DU-LOUP,QC,7056616,71715,WNH,47.81,-69.55,146.5,1994,2019,1992,2019,,
RIVIERE MANIE,QC,7056640,,,47.4,-69.65,307.8,,,1953,1964,1953,1964
ROMIEU SUD,QC,7056695,,,48.93,-66.8,396.2,,,1966,1971,1966,1971
ST ALEXIS DE MATAPEDIA,QC,7056814,,,47.98,-67.07,274,,,1964,2004,1964,2004
STE ANNE DES MONTS,QC,7056850,,,49.13,-66.47,15.2,,,1963,2004,1963,2004
RIVIERE-DU-LOUP / ST-ANTONIN,QC,7056870,,,47.8,-69.45,152,,,2005,2019,,
ST ARSENE,QC,7056890,,,47.95,-69.38,76.2,,,1963,2004,1963,2004
ST BRUNO KAMOURASKA,QC,7056922,,,47.45,-69.78,198.1,,,1964,2004,1964,2004
ST CAMILLE,QC,7056930,,,46.48,-70.22,396,,,1963,2019,1963,2018
ST CHARLES GARNIER,QC,7056970,,,48.33,-68.05,323.1,,,1963,1994,1963,1994
ST CLEMENT,QC,7057024,,,47.92,-69.1,259.1,,,1964,2004,1964,2004
ST DAMASE DE MATANE,QC,7057089,,,48.65,-67.82,190.5,,,1976,1985,1976,1985
ST DAMASE DES AULNAIES,QC,7057090,,,47.2,-70.13,274,,,1973,1994,1973,1994
SAINT-DENIS-DE-KAMOURASKA,QC,7057096,,MSD,47.51,-69.88,14,2005,2007,,,,
ST ELEUTHERE,QC,7057145,,,47.48,-69.28,290,,,1963,1994,1963,1994
ST ELZEAR DE BONAVENTURE,QC,7057160,,,48.18,-65.35,229,,,1948,2004,1948,2004
ST GABRIEL,QC,7057269,,,48.48,-68.15,259.1,,,1981,1994,1981,1994
STE GERMAINE,QC,7057287,,,46.42,-70.47,510.5,,,1963,2013,1963,2013
ST GUY,QC,7057304,,,48.05,-68.82,320,,,1963,2004,1963,2004
ST JEAN DE BREBEUF DUGAL,QC,7057393,,,48.2,-66.33,320,,,1963,1968,1963,1968
ST JEAN DE CHERBOURG,QC,7057395,,,48.88,-67.12,350.5,,,1963,2019,1963,2018
STE LUCIE,QC,7057515,,,46.73,-70.02,373,,,1963,2019,1963,2018
ST MALACHIE,QC,7057518,,,46.55,-70.82,221,,,1965,1994,1965,1994
SAINTE MARGUERITE MARIE,QC,7057525,,,48.32,-67.1,445,,,1978,1991,1978,1991
SAINT MICHEL,QC,7057567,,,46.87,-70.88,69,,,1978,2019,1978,2018
ST MODESTE,QC,7057574,,,47.85,-69.38,152.4,,,1973,1985,1973,1985
ST OCTAVE DE L'AVENIR,QC,7057590,,,48.98,-66.55,381,,,1963,1997,1963,1997
ST PAMPHILE,QC,7057600,,,46.97,-69.78,388,,,1950,2004,1950,2004
ST PASCAL,QC,7057625,,,47.53,-69.82,30.5,,,1974,1976,1974,1976
ST PAULIN D'ALIBAIRE,QC,7057645,,,48.92,-66.83,381,,,1967,1971,1967,1971
STE PERPETUE,QC,7057650,,,47.05,-69.93,411,,,1963,1997,1963,1997
ST PHILEMON,QC,7057652,,,46.67,-70.42,449.9,,,1982,1993,1982,1993
ST RAPHAEL,QC,7057680,,,46.82,-70.75,106.7,,,1949,1982,1949,1982
ST RENE DE MATANE,QC,7057692,,,48.68,-67.38,61,,,1973,2004,1973,2004
STE ROSE DU DEGELIS,QC,7057720,,,47.57,-68.63,150.9,,,1932,2004,1932,2004
ST VALLIER,QC,7057775,,,46.83,-70.83,91.4,,,1959,1961,1959,1961
SQUATECK,QC,7058220,,,47.88,-68.7,198,,,1963,1994,1963,1994
TRINITE DES MONTS,QC,7058520,,,48.13,-68.48,262,,,1950,2004,1950,2004
TROIS PISTOLES,QC,7058560,,,48.15,-69.12,58,,,1951,2004,1951,2004
TROUT RIVER DEPOT,QC,7058565,,,48.68,-66.78,336.8,,,1963,1981,1963,1981
VAL D ESPOIR,QC,7058590,,,48.52,-64.38,91.4,,,1963,1993,1963,1993
WAKEHAM,QC,7058840,,,48.85,-64.62,15.2,,,1953,1973,1953,1973
CARLETON SUR MER,QC,705AA86,,,48.13,-66.12,541,,,1968,1968,,
ILES DE LA MADELEINE A,QC,705C2G9,71709,YGR,47.42,-61.78,10.7,1978,2013,1983,2013,1983,2002
MURDOCHVILLE HOLLAND,QC,705ECH0,,,48.95,-65.52,624.8,,,1973,1974,1973,1974
ST PACOME,QC,705GE9G,,,47.38,-69.95,83.8,,,1971,1982,1971,1982
FOND D'ORMES,QC,705KC75,,,48.22,-68.47,175.9,,,1973,1973,,
FONTENELLE,QC,705KL75,,,48.93,-64.65,15,,,1972,2004,1972,2004
LADRIERE,QC,705LG09,,,48.25,-68.78,148,,,1976,2004,1976,2004
ILE BICQUETTE,QC,705LKPQ,71385,WQO,48.42,-68.89,7,1994,2019,1994,2019,,
TOUR NO 4 (MCDONALD),QC,705Q5AF,,,49.72,-63.22,198.1,,,1966,1966,1966,1966
TOUR PELLETIER,QC,705QEA6,,,47.58,-69.37,,,,1973,1973,1973,1973
CAP-CHAT,QC,705S002,71428,WSG,49.11,-66.65,5,1996,2019,1996,2019,,
AIGREMONT,QC,7060070,,,49.3,-73.85,403.9,,,1973,1982,1973,1980
ALBANEL,QC,7060080,,,48.88,-72.45,152,,,1922,1991,1922,1991
ARVIDA,QC,7060320,,,48.43,-71.17,102.1,,,1931,1989,1931,1988
BAGOTVILLE A,QC,7060400,71727,YBG,48.33,-71,159.1,1953,2019,1942,2019,1942,2017
BARRIERE N CHIBOUGAMAU,QC,7060474,,,49.5,-74.17,396.2,,,1963,1974,1963,1973
BRE #3 RIV-AUX-RATS,QC,7060479,,,49.22,-72.25,335.3,,,1963,1969,1963,1969
BARRIERE SUD LA DORE,QC,706047H,,,48.82,-72.73,198.1,,,1963,1975,1963,1975
BONNARD,QC,7060825,,,50.73,-71.05,506,,,1961,2000,1961,2000
BONNARD 1,QC,7060826,71383,WKD,50.73,-71.01,498,1994,2019,1994,2019,,
BARRIERE MILOT,QC,7060DPC,,,48.9,-71.77,167.6,,,1973,1980,1973,1980
BARRIERE ETIENNICHE,QC,7060M7A,,,49.45,-71.38,320,,,1973,1975,1973,1975
CHAMOUCHOUANE,QC,7061288,71523,WEE,49.28,-73.36,303.8,1994,2019,1994,2019,,
CHEMIN CHIBOUGAMAU,QC,7061368,,,49.28,-73.63,365.8,,,1965,1967,1965,1967
CHEMIN CHUTE DES PASSES,QC,7061372,,,49.42,-71.4,365.8,,,1967,1975,1967,1975
CHICOUTIMI,QC,7061440,,,48.42,-71.08,15.2,,,1871,1979,1871,1979
CHICOUTIMI OUEST,QC,7061441,,,48.42,-71.08,175,,,1989,1991,1989,1991
CHICOUTIMI UNIVERSITE,QC,7061442,,,48.42,-71.05,76.2,,,1976,1985,1976,1985
CHUTE A LA SAVANE,QC,7061475,,,48.78,-71.85,140.2,,,1951,1975,1951,1974
CHUTE A MURDOCK,QC,7061480,,,48.52,-71.25,188.4,,,1921,1957,1921,1957
CHUTE AUX GALETS,QC,7061520,,,48.65,-71.2,152.4,,,1919,1963,1919,1962
CHUTE DES PASSES,QC,7061540,,,49.85,-71.15,270.7,,,1957,1957,1957,1957
CHUTE-DES-PASSES,QC,7061541,71522,WDT,49.84,-71.17,398.2,1994,2019,1960,2019,1960,1976
CHUTE DES PASSES 2,QC,7061542,,,49.82,-71.15,266.7,,,1973,1978,1973,1978
CHUTE DU DIABLE,QC,7061560,,,48.75,-71.7,173.7,,,1951,1977,1951,1976
DOLBEAU,QC,7062020,,,48.88,-72.23,127.4,,,1930,1938,1930,1938
FERLAND,QC,7062368,,,48.2,-70.83,198.1,,,1971,1997,1971,1997
HEBERTVILLE,QC,7063040,,,48.45,-71.67,157,,,1951,1958,1951,1958
HEMON,QC,7063090,,,49.07,-72.6,182.9,,,1963,2004,1963,2004
ISLE MALIGNE,QC,7063320,,,48.58,-71.63,76.2,,,1924,1991,1924,1991
JONQUIERE,QC,7063370,71617,WJO,48.43,-71.14,135.62,1994,2019,1963,2019,1963,1975
KENOGAMI,QC,7063400,,,48.42,-71.25,115.5,,,1916,1972,1916,1972
LAC BOUCHETTE,QC,7063560,,,48.22,-72.17,358,,,1949,2015,1949,2015
LAC DES COMMISSAIRES,QC,7063610,,,48.18,-72.25,358.1,,,1966,1975,1966,1975
LAC HA HA,QC,7063647,,,48,-70.78,502.9,,,1964,1970,1964,1970
LAC ONATCHIWAY,QC,7063683,,,48.9,-71.03,304.8,,,1920,1981,1920,1981
LAC PAMOUSCACHIOU,QC,7063684,,,49.28,-70.98,350.5,,,1973,1976,1973,1976
LAC STE CROIX,QC,7063690,,,48.42,-71.75,152,,,1958,2018,1958,2017
LATERRIERE,QC,7064180,,,48.3,-71.13,152.4,,,1963,1982,1963,1982
LATERRIERE,QC,7064181,71040,XLT,48.31,-71.13,162.7,2002,2019,2001,2019,,
MANUAN LAKE,QC,7064620,,,50.63,-70.53,495.3,,,1942,1961,1942,1961
MESY,QC,7064890,,,48.27,-71.68,384,,,1963,1978,1963,1978
MISTASSIBI,QC,7064993,,,49.32,-72.03,243.8,,,1973,1975,1973,1975
MISTASSINI,QC,7064998,,,48.85,-72.2,121.9,,,1912,1994,1912,1994
MISTOOK,QC,7065012,71381,WIX,48.6,-71.72,112.5,1994,2019,1994,2019,,
MONT APICA,QC,7065100,,,47.97,-71.42,548.6,,,1957,1990,1963,1990
MURDOCK WILSON,QC,7065383,,,48.52,-71.25,91.4,,,1958,1961,1959,1961
NORMANDIN,QC,7065639,71379,WOD,48.84,-72.55,137.2,1994,2019,1993,2019,,
NORMANDIN CDA,QC,7065640,,,48.85,-72.53,137.2,,,1936,1992,1936,1992
